,card_name,card_rarity,card_number,market_price,median_price
11830,Rocket's Sneasel (Winner),Promo,5,10.20,17.97
11831,Abra,Common,49,0.50,0.52
11832,Challenge!,Uncommon,74,0.81,0.82
11833,Charmander,Common,50,2.63,2.49
11834,Dark Alakazam (1),Holo Rare,1,28.73,
11835,Dark Alakazam (18),Rare,18,8.36,10.49
11836,Dark Arbok (19),Rare,19,4.02,4.07
11837,Dark Arbok (2),Holo Rare,2,9.82,
11838,Dark Blastoise (20),Rare,20,17.05,17.86
11839,Dark Blastoise (3),Holo Rare,3,94.69,
11840,Dark Charizard (21),Rare,21,43.71,42.45
11841,Dark Charizard (4),Holo Rare,4,219.70,
11842,Dark Charmeleon,Uncommon,32,6.08,6.52
11843,Dark Dragonair,Uncommon,33,2.45,2.27
11844,Dark Dragonite (22),Rare,22,14.44,15.99
11845,Dark Dragonite (5),Holo Rare,5,77.12,
11846,Dark Dugtrio (23),Rare,23,3.76,4.17
11847,Dark Dugtrio (6),Holo Rare,6,17.98,
11848,Dark Electrode,Uncommon,34,0.92,0.95
11849,Dark Flareon,Uncommon,35,5.60,5.34
11850,Dark Gloom,Uncommon,36,1.03,1.15
11851,Dark Golbat (24),Rare,24,3.03,4.05
11852,Dark Golbat (7),Holo Rare,7,17.83,
11853,Dark Golduck,Uncommon,37,2.25,2.28
11854,Dark Gyarados (25),Rare,25,8.07,8.12
11855,Dark Gyarados (8),Holo Rare,8,31.29,
11856,Dark Hypno (26),Rare,26,4.07,5.00
11857,Dark Hypno (9),Holo Rare,9,18.36,
11858,Dark Jolteon,Uncommon,38,5.50,5.89
11859,Dark Kadabra,Uncommon,39,1.17,1.19
11860,Dark Machamp (10),Holo Rare,10,21.33,
11861,Dark Machamp (27),Rare,27,4.73,4.85
11862,Dark Machoke,Uncommon,40,1.42,1.27
11863,Dark Magneton (11),Holo Rare,11,20.29,
11864,Dark Magneton (28),Rare,28,4.18,4.44
11865,Dark Muk,Uncommon,41,1.46,1.38
11866,Dark Persian,Uncommon,42,1.07,1.25
11867,Dark Primeape,Uncommon,43,1.08,1.23
11868,Dark Raichu,Secret Rare,83,60.66,
11869,Dark Rapidash,Uncommon,44,1.52,2.00
11870,Dark Raticate,Common,51,0.43,0.49
11871,Dark Slowbro (12),Holo Rare,12,19.38,
11872,Dark Slowbro (29),Rare,29,5.38,6.71
11873,Dark Vaporeon,Uncommon,45,2.38,2.55
11874,Dark Vileplume (13),Holo Rare,13,17.36,
11875,Dark Vileplume (30),Rare,30,4.57,4.99
11876,Dark Wartortle,Uncommon,46,2.60,2.58
11877,Dark Weezing (14),Holo Rare,14,8.69,
11878,Dark Weezing (31),Rare,31,3.03,3.99
11879,Digger,Uncommon,75,0.51,0.46
11880,Diglett,Common,52,0.35,0.50
11881,Dratini,Common,53,0.66,0.68
11882,Drowzee,Common,54,0.41,0.44
11883,Eevee,Common,55,2.01,1.86
11884,Ekans,Common,56,0.45,0.45
11885,Full Heal Energy,Uncommon,81,0.57,0.58
11886,Goop Gas Attack,Common,78,0.35,0.36
11887,Grimer,Common,57,0.43,0.44
11888,Here Comes Team Rocket! (15),Holo Rare,15,13.29,
11889,Here Comes Team Rocket! (71),Rare,71,2.61,3.99
11890,Imposter Oak's Revenge,Uncommon,76,0.67,0.67
11891,Koffing,Common,58,0.38,0.36
11892,Machop,Common,59,0.36,0.36
11893,Magikarp,Uncommon,47,1.46,1.51
11894,Magnemite,Common,60,0.38,0.39
11895,Mankey,Common,61,0.32,0.49
11896,Meowth,Common,62,0.45,0.50
11897,Nightly Garbage Run,Uncommon,77,1.58,1.49
11898,Oddish,Common,63,0.36,0.37
11899,Ponyta,Common,64,0.43,0.50
11900,Porygon,Uncommon,48,1.30,1.29
11901,Potion Energy,Uncommon,82,0.53,0.62
11902,Psyduck,Common,65,0.41,0.47
11903,Rainbow Energy,Rare,80,7.49,8.04
11904,Rainbow Energy (17),Holo Rare,17,16.56,
11905,Rattata,Common,66,0.39,0.39
11906,Rocket's Sneak Attack (16),Holo Rare,16,14.07,
11907,Rocket's Sneak Attack (72),Rare,72,5.52,5.77
11908,Sleep!,Common,79,0.30,0.32
11909,Slowpoke,Common,67,0.44,0.49
11910,Squirtle,Common,68,2.02,2.39
11911,The Boss's Way,Uncommon,73,0.53,0.52
11912,Voltorb,Common,69,0.40,0.46
11913,Zubat,Common,70,0.40,0.39
11914,Aerodactyl (1),Holo Rare,1,25.48,
11915,Aerodactyl (16),Rare,16,4.96,5.00
11916,Arbok,Uncommon,31,0.80,0.95
11917,Articuno (17),Rare,17,9.05,10.00
11918,Articuno (2),Holo Rare,2,45.48,
11919,Cloyster,Uncommon,32,0.77,0.77
11920,Ditto (18),Rare,18,4.38,5.47
11921,Ditto (3),Holo Rare,3,24.92,
11922,Dragonite (19),Rare,19,9.35,14.49
11923,Dragonite (4),Holo Rare,4,73.58,
11924,Ekans,Common,46,0.37,0.37
11925,Energy Search,Common,59,0.25,0.25
11926,Gambler,Common,60,0.28,0.27
11927,Gastly,Uncommon,33,1.04,1.00
11928,Gengar (20),Rare,20,6.60,7.49
11929,Gengar (5),Holo Rare,5,45.40,
11930,Geodude,Common,47,0.36,0.37
11931,Golbat,Uncommon,34,0.72,0.73
11932,Golduck,Uncommon,35,1.12,1.00
11933,Golem,Uncommon,36,1.20,1.12
11934,Graveler,Uncommon,37,0.56,0.56
11935,Grimer,Common,48,0.32,0.39
11936,Haunter (21),Rare,21,5.03,5.97
11937,Haunter (6),Holo Rare,6,25.47,
11938,Hitmonlee (22),Rare,22,3.32,4.99
11939,Hitmonlee (7),Holo Rare,7,24.06,
11940,Horsea,Common,49,0.40,0.40
11941,Hypno (23),Rare,23,3.86,4.99
11942,Hypno (8),Holo Rare,8,22.28,
11943,Kabuto,Common,50,0.44,0.47
11944,Kabutops (24),Rare,24,3.52,4.99
11945,Kabutops (9),Holo Rare,9,21.82,
11946,Kingler,Uncommon,38,0.61,0.62
11947,Krabby,Common,51,0.35,0.39
11948,Lapras (10),Holo Rare,10,113.33,
11949,Lapras (25),Rare,25,4.24,4.03
11950,Magmar,Uncommon,39,0.72,0.73
11951,Magneton (11),Holo Rare,11,12.02,
11952,Magneton (26),Rare,26,3.61,5.23
11953,Moltres (12),Holo Rare,12,48.79,
11954,Moltres (27),Rare,27,6.77,6.66
11955,Mr. Fuji,Uncommon,58,0.41,0.45
11956,Muk (13),Holo Rare,13,7.68,
11957,Muk (28),Rare,28,3.42,4.00
11958,Mysterious Fossil,Common,62,0.28,0.30
11959,Omanyte,Common,52,0.36,0.40
11960,Omastar,Uncommon,40,0.94,1.09
11961,Psyduck,Common,53,0.48,0.50
11962,Raichu (14),Holo Rare,14,24.29,
11963,Raichu (29),Rare,29,4.55,5.99
11964,Recycle,Common,61,0.25,0.27
11965,Sandslash,Uncommon,41,1.00,1.04
11966,Seadra,Uncommon,42,0.56,0.73
11967,Shellder,Common,54,0.36,0.39
11968,Slowbro,Uncommon,43,1.34,1.30
11969,Slowpoke,Common,55,0.42,0.47
11970,Tentacool,Common,56,0.34,0.44
11971,Tentacruel,Uncommon,44,1.00,1.07
11972,Weezing,Uncommon,45,0.73,0.75
11973,Zapdos (15),Holo Rare,15,23.38,
11974,Zapdos (30),Rare,30,5.23,5.97
11975,Zubat,Common,57,0.36,0.42
11976,Aerodactyl (Prerelease Promo),Promo,1,44.12,
11977,Arcanine,Promo,6,10.32,12.70
11978,Articuno (22),Promo,22,8.60,12.50
11979,Articuno (48),Promo,48,29.91,34.50
11980,Brock's Vulpix (W Stamped Promo),Promo,37,17.11,29.97
11981,Celebi,Promo,50,27.03,39.09
11982,Clefable (Prerelease Promo),Promo,1,272.63,
11983,Cleffa,Promo,31,4.18,4.99
11984,Computer Error,Promo,16,2.18,2.17
11985,Cool Porygon,Promo,15,31.22,
11986,Dark Arbok (W Stamped Promo),Promo,19,27.94,64.99
11987,Dark Charmeleon (W Stamped Promo),Promo,32,500.00,499.95
11988,Dark Gyarados (Prerelease Promo),Promo,8,17.18,
11989,Dark Persian,Promo,17,29.65,
11990,Dragonite,Promo,5,17.52,19.21
11991,Eevee,Promo,11,24.26,
11992,Electabuzz,Promo,46,6.63,7.00
11993,Electabuzz (Movie Promo),Promo,2,3.41,3.65
11994,Entei,Promo,34,10.56,
11995,Flying Pikachu,Promo,25,35.51,32.99
11996,Hitmontop,Promo,37,2.45,3.00
11997,Ho-oh,Promo,52,12.97,45.00
11998,Igglybuff,Promo,36,2.28,2.84
11999,Jigglypuff,Promo,7,6.13,8.50
12000,Kabuto (W Stamped Promo),Promo,50,11.05,29.90
12001,Lucky Stadium,Promo,41,587.73,699.95
12002,Machamp,Promo,43,7.22,8.99
12003,Magmar,Promo,44,8.26,10.02
12004,Marill,Promo,29,2.71,3.53
12005,Meowth,Promo,10,15.75,
12006,Mew,Promo,8,2.06,5.00
12007,Mew (47),Promo,47,29.59,78.95
12008,Mew (Holo),Promo,9,59.17,
12009,Mewtwo (12),Promo,12,35.18,48.46
12010,Mewtwo (14),Promo,14,6.83,11.49
12011,Mewtwo (Movie Promo),Promo,3,14.58,16.62
12012,Misdreavus,Promo,39,2.69,2.99
12013,Misty's Psyduck (W Stamped Promo),Promo,54,21.14,37.99
12014,Misty's Seadra (Prerelease Promo),Promo,9,10.26,
12015,Moltres,Promo,21,10.28,13.58
12016,Pichu,Promo,35,22.04,
12017,Pikachu,Promo,27,10.90,13.85
12018,Pikachu,Promo,1,12.70,12.50
12019,Pikachu (Birthday),Promo,24,208.23,
12020,Pikachu (Misprint),Promo,1,349.99,
12021,Pikachu (Movie Promo),Promo,4,10.99,10.41
12022,Pikachu (SNAP Promo),Promo,26,41.74,44.96
12023,Pikachu (W Stamped Promo),Promo,60,84.28,88.99
12024,Pokemon Center,Promo,40,624.95,697.96
12025,Pokemon Tower,Promo,42,5.70,5.66
12026,Psyduck,Promo,20,8.16,8.99
12027,Rapidash (51),Promo,51,7.48,
12028,Sabrina's Abra,Promo,19,17.48,27.99
12029,Scizor,Promo,33,3.95,5.50
12030,Scyther,Promo,45,11.95,12.07
12031,Smeargle,Promo,32,3.27,3.45
12032,Snorlax,Promo,49,47.69,58.47
12033,Suicune,Promo,53,41.99,70.00
12034,Surfing Pikachu,Promo,28,15.61,15.33
12035,Team Rocket's Meowth,Promo,18,4.51,5.00
12036,Togepi,Promo,30,5.06,6.60
12037,Unown [J],Promo,38,8.25,12.47
12038,Venusaur,Promo,13,120.00,
12039,Wartortle (W Stamped Promo),Promo,63,19.31,48.90
12040,Zapdos,Promo,23,9.45,13.87
12041,Alolan Dugtrio (Cosmos Holo) - 87/149 Sun & Moon,Holo Rare,87,1.50,
12042,Alolan Golem (Cosmos Holo) - 42/145 Guardians Rising,Holo Rare,42,2.50,
12043,Alolan Muk (Cosmos Holo) - 58/149 Sun & Moon,Holo Rare,58,5.15,
12044,Alolan Persian (Cosmos Holo) - 79/149 Sun & Moon,Uncommon,79,0.90,
12045,Ampharos - 40/124 (Cosmos Holo),Promo,40,1.91,
12046,Articuno (Next Destinies),Promo,27,4.26,
12047,Beartic - 30/98 (Cosmos Holo),Holo Rare,30/98,0.93,
12048,Beartic - 30/98 (Cracked Ice Holo),Holo Rare,30/98,0.80,
12049,Blastoise (Cosmo Holo),Holo Rare,16,4.21,
12050,Boldore (Cracked Ice Holo)  - 51/98 Emerging Powers,Uncommon,51,6.25,
12051,Charizard - 20/149 (Cosmos Holo),Holo Rare,20/149,44.24,
12052,Chesnaught (Cosmos Holo) - 14/146 XY Base Set,Holo Rare,14,0.79,
12053,Cobalion - 84/101 (Cosmos Holo),Holo Rare,84/101,,
12054,Copperajah - 137/202 (Gamestop Exclusive),Rare,137/202,0.31,0.32
12055,Crobat (Cosmos Holo) - 52/149 Sun & Moon,Holo Rare,56,0.62,
12056,Delphox (Cosmos Holo) - 26/146 XY Base Set,Holo Rare,26,0.85,
12057,Dragonite - 5/20 (Dragon Vault),Holo Rare,5,25.00,
12058,Dragonite (Cosmos Holo),Promo,83,19.01,
12059,Druddigon (Cosmos Holo) - 70/106 Flashfire,Promo,70,0.32,
12060,Druddigon (Dragon Vault),Promo,17,3.64,
12061,Dusknoir (Cosmos Holo),Holo Rare,63,1.43,
12062,Eelektross (Cosmos Holo) - 65/160 Primal Clash,Holo Rare,65,2.73,
12063,Electivire - 54/149 (Cosmos Holo),Rare,54/149,1.99,
12064,Emboar - 26/149 (Cosmos Holo),Holo Rare,26,,
12065,Entei - 14/98 (Cosmos Holo),Promo,14,2.02,
12066,Espeon - 89/214 (Cosmos Holo),Promo,089/214,7.53,
12067,Excadrill (Cosmos Holo) - 56/98 Emerging Powers,Holo Rare,56,,
12068,Flygon (Cosmos Holo) - 110/160 Primal Clash,Holo Rare,110,7.26,
12069,Furfrou (Cosmos Holo) - 114/146 XY Base Set,Holo Rare,114,0.58,
12070,Gallade - 61/135 (Cosmos Holo),Promo,61/135,2.14,
12071,Gallade - 84/162 (Cosmos Holo),Holo Rare,84/162,1.83,
12072,Garchomp - 91/124 (Cosmos Holo),Holo Rare,91,2.03,
12073,Gardevoir - 54/98 (Cosmos Holo),Rare,54/98,3.77,
12074,Gigalith (Cosmos Holo) - 71/149 Sun & Moon,Holo Rare,71,0.71,
12075,Gigalith (Cracked Ice Holo) - 53/98 Emerging Powers,Rare,53,1.99,
12076,Giratina - 97/214 (Cosmos Holo),Promo,97,4.51,
12077,Gliscor - 4/90 (Cracked Ice Holo),Promo,4,,
12078,Golisopod (Cosmos Holo) - 51/236 Unified Minds,Promo,51/236,4.49,
12079,Goodra (Cosmos Holo) - 77/119 Phantom Forces,Holo Rare,77,3.49,
12080,Greninja (Cosmos Holo) - 41/146 XY Base Set,Holo Rare,41,1.87,
12081,Gyarados - 24/124 (Cosmos Holo),Promo,24,4.27,
12082,Hawlucha (Cosmos Holo) - 63/111 Furious Fists,Holo Rare,63,0.82,
12083,Haxorus (Cosmos Holo),Promo,69,1.37,
12084,Haxorus (Dragon Vault),Promo,16,5.45,
12085,Hydreigon - 74/119 (Cosmos Holo),Holo Rare,74/119,0.54,
12086,Hydreigon - 98/124 (Cosmos Holo),Holo Rare,98/124,8.99,
12087,Klang - 75/114 (Cracked Ice Holo),Holo Rare,75/114,1.37,
12088,Klink - 74/114 (Cracked Ice Holo),Promo,74/114,1.70,
12089,Klinklang - 76/114 (Cracked Ice Holo),Holo Rare,76/114,3.00,
12090,Krookodile - 66/108 (Cosmos Holo),Rare,66/108,,
12091,Latias (Dragon Vault),Promo,9,7.20,
12092,Latios (Dragon Vault),Promo,10,4.79,
12093,Lucario - 64/99 (Cosmos Holo),Holo Rare,64/99,3.18,
12094,Luxray - 46/99 (Cosmos Holo),Holo Rare,46/99,3.50,
12095,Luxray - 46/99 (Cracked Ice Holo),Holo Rare,46/99,6.99,
12096,Machamp (Cosmos Holo),Promo,46,0.65,
12097,Meganium (Cosmos Holo) - 3/122 BREAKpoint,Holo Rare,3,0.64,
12098,Metagross - 7/147 (Cracked Ice Holo),Promo,7,1.21,
12099,Moltres (Next Destinies),Promo,14,3.91,
12100,Noivern (Cosmos Holo) - 77/111 Furious Fists,Promo,77,1.15,
12101,Pyroar (Cosmos Holo) - 12/119 Phantom Forces,Promo,12,1.25,
12102,Raichu - 40/99 (Cosmos Holo),Uncommon,40/99,5.00,
12103,Raichu - 43/146 (Cosmos Holo),Holo Rare,43/146,2.04,
12104,Raikou (Cosmos Holo) - 55/162 BREAKthrough,Holo Rare,55,1.67,
12105,Rayquaza (Dragon Vault),Promo,11,2.70,
12106,Rhyperior - 62/146 (XY Cosmos Holo Base Set),Holo Rare,62/146,2.17,
12107,Roggenrola (Cracked Ice Holo) - 49/98 Emerging Powers,Common,49,1.50,
12108,Salamence - 57/108 (Cosmos Holo),Holo Rare,57/108,7.83,
12109,Salamence - 8/20 (Cosmos Holo),Holo Rare,8,3.54,
12110,Samurott - 41/149 (Cosmos Holo),Holo Rare,41,,
12111,Scizor - 94/149 (Cosmos Holo),Holo Rare,94,1.99,
12112,Serperior - 13/149 (Cosmos Holo),Holo Rare,13,,
12113,Sharpedo (Cosmos Holo) - 82/149 Sun & Moon,Holo Rare,82,0.37,
12114,Shinx - 43/99 (Cracked Ice Holo),Promo,43,5.00,
12115,Sigilyph - 52/124 (Cosmos Holo),Holo Rare,052/124,,
12116,Silvally (Cosmos Holo) - 184/236 Unified Minds,Promo,184/236,3.00,
12117,Suicune (Cosmos Holo) - 30/122 BREAKpoint,Holo Rare,30,2.52,
12118,Talonflame (Cosmos Holo) - 28/146 XY Base Set,Holo Rare,28,2.33,
12119,Terrakion - 73/101 (Cosmos Holo),Holo Rare,73/101,6.99,
12120,Typhlosion - 20/162 (Cosmos Holo),Holo Rare,20,2.26,
12121,Umbreon - 120/214 (Cosmos Holo),Promo,120/214,12.13,
12122,Venusaur - 3/108 (Cosmos Holo),Holo Rare,3,16.12,
12123,Virizion - 13/101 (Cosmos Holo),Holo Rare,13/101,6.00,
12124,Wigglytuff - 79/99 (Cosmos Holo),Holo Rare,79/99,6.00,
12125,Xerneas (Cosmos Holo) - 107/162 BREAKthrough,Holo Rare,107,1.06,
12126,Yveltal (Cosmos Holo) - 94/162 BREAKthrough,Holo Rare,94,0.70,
12127,Zapdos (Next Destinies),Promo,41,4.45,
12128,Zoroark - 71/114 (Cracked Ice Holo),Promo,71,6.39,
12129,Zoroark - 73/146 (Cosmos Holo),Promo,73/146,1.72,
12130,Zoroark - 90/113 (Cosmos Holo),Promo,90/113,2.50,
12131,Abra,Common,43,0.86,0.86
12132,Alakazam,Holo Rare,1,50.05,
12133,Arcanine,Uncommon,23,2.81,3.00
12134,Beedrill,Rare,17,3.24,3.99
12135,Bill,Common,91,0.45,0.47
12136,Blastoise,Holo Rare,2,216.05,
12137,Bulbasaur,Common,44,3.65,4.00
12138,Caterpie,Common,45,0.53,0.99
12139,Chansey,Holo Rare,3,31.53,
12140,Charizard,Holo Rare,4,651.74,
12141,Charmander,Common,46,3.27,3.97
12142,Charmeleon,Uncommon,24,1.96,2.99
12143,Clefairy,Holo Rare,5,24.40,
12144,Clefairy Doll,Rare,70,3.17,3.39
12145,Computer Search,Rare,71,4.45,5.47
12146,Defender,Uncommon,80,0.92,1.00
12147,Devolution Spray,Rare,72,2.50,2.86
12148,Dewgong,Uncommon,25,1.88,2.00
12149,Diglett,Common,47,0.64,0.73
12150,Doduo,Common,48,1.15,1.17
12151,Double Colorless Energy,Uncommon,96,3.84,3.80
12152,Dragonair,Rare,18,9.77,9.81
12153,Dratini,Uncommon,26,1.30,1.85
12154,Drowzee,Common,49,0.77,0.78
12155,Dugtrio,Rare,19,5.83,5.94
12156,Electabuzz,Rare,20,4.98,6.00
12157,Electrode,Rare,21,5.24,5.99
12158,Energy Removal,Common,92,0.41,0.50
12159,Energy Retrieval,Uncommon,81,0.65,0.63
12160,Farfetch'd,Uncommon,27,1.03,1.37
12161,Fighting Energy,Common,97,0.35,0.35
12162,Fire Energy,Common,98,0.50,0.50
12163,Full Heal,Uncommon,82,0.85,1.06
12164,Gastly,Common,50,0.79,0.92
12165,Grass Energy,Common,99,0.32,0.32
12166,Growlithe,Uncommon,28,1.03,1.10
12167,Gust of Wind,Common,93,0.26,0.39
12168,Gyarados,Holo Rare,6,23.47,
12169,Haunter,Uncommon,29,1.81,1.67
12170,Hitmonchan,Holo Rare,7,19.09,
12171,Imposter Professor Oak,Rare,73,2.97,3.51
12172,Item Finder,Rare,74,11.30,12.00
12173,Ivysaur,Uncommon,30,3.39,3.50
12174,Jynx,Uncommon,31,1.05,1.00
12175,Kadabra,Uncommon,32,2.61,2.57
12176,Kakuna,Uncommon,33,0.87,1.20
12177,Koffing,Common,51,0.48,0.74
12178,Lass,Rare,75,2.09,3.00
12179,Lightning Energy,Common,100,0.57,0.60
12180,Machoke,Uncommon,34,0.50,0.98
12181,Machop,Common,52,0.51,0.56
12182,Magikarp,Uncommon,35,1.63,1.65
12183,Magmar,Uncommon,36,2.18,2.24
12184,Magnemite,Common,53,0.68,0.69
12185,Magneton,Holo Rare,9,24.05,
12186,Maintenance,Uncommon,83,1.57,1.53
12187,Metapod,Common,54,0.82,0.95
12188,Mewtwo,Holo Rare,10,35.80,
12189,Nidoking,Holo Rare,11,31.88,
12190,Nidoran M,Common,55,0.47,0.64
12191,Nidorino,Uncommon,37,2.06,2.49
12192,Ninetales,Holo Rare,12,20.21,
12193,Onix,Common,56,0.51,0.73
12194,Pidgeotto,Rare,22,6.55,7.00
12195,Pidgey,Common,57,1.22,1.12
12196,Pikachu,Common,58,5.58,6.00
12197,PlusPower,Uncommon,84,0.93,0.94
12198,Pokedex,Uncommon,87,0.56,0.64
12199,Pokemon Breeder,Rare,76,5.09,5.24
12200,Pokemon Center,Uncommon,85,1.79,1.70
12201,Pokemon Flute,Uncommon,86,1.52,1.50
12202,Pokemon Trader,Rare,77,3.83,4.02
12203,Poliwag,Common,59,0.54,0.79
12204,Poliwhirl,Uncommon,38,1.15,1.20
12205,Poliwrath,Holo Rare,13,28.08,
12206,Ponyta,Common,60,0.30,0.60
12207,Porygon,Uncommon,39,3.03,3.00
12208,Potion,Common,94,0.31,0.29
12209,Professor Oak,Uncommon,88,1.80,2.01
12210,Psychic Energy,Common,101,0.51,0.50
12211,Raichu,Holo Rare,14,41.15,
12212,Raticate,Uncommon,40,2.28,2.50
12213,Rattata,Common,61,0.52,0.60
12214,Revive,Uncommon,89,2.03,2.05
12215,Sandshrew,Common,62,0.44,0.76
12216,Scoop Up,Rare,78,6.25,8.00
12217,Seel,Uncommon,41,0.90,1.25
12218,Squirtle,Common,63,5.70,5.63
12219,Starmie,Common,64,0.51,0.83
12220,Staryu,Common,65,0.37,0.61
12221,Super Energy Removal,Rare,79,3.30,3.99
12222,Super Potion,Uncommon,90,0.26,0.32
12223,Switch,Common,95,0.38,0.39
12224,Tangela,Common,66,0.46,0.72
12225,Venusaur,Holo Rare,15,118.00,
12226,Voltorb,Common,67,1.30,1.95
12227,Vulpix,Common,68,0.63,0.89
12228,Wartortle,Uncommon,42,3.02,3.50
12229,Water Energy,Common,102,0.48,0.50
12230,Weedle,Common,69,0.38,0.72
12231,Zapdos,Holo Rare,16,28.71,
12232,Abra,Common,43,3.96,4.98
12233,Alakazam,Holo Rare,1,142.19,
12234,Arcanine,Uncommon,23,19.94,19.94
12235,Beedrill,Rare,17,23.16,23.09
12236,Bill,Common,91,2.07,2.93
12237,Blastoise,Holo Rare,2,"1,099.99",
12238,Bulbasaur,Common,44,31.25,29.99
12239,Caterpie,Common,45,4.65,4.82
12240,Chansey,Holo Rare,3,57.11,
12241,Charizard,Holo Rare,4,"2,799.00",
12242,Charmander,Common,46,19.27,19.27
12243,Charmeleon,Uncommon,24,17.98,17.98
12244,Clefairy,Holo Rare,5,100.08,
12245,Clefairy Doll,Rare,70,13.07,14.69
12246,Computer Search,Rare,71,10.60,10.61
12247,Defender,Uncommon,80,4.40,5.49
12248,Devolution Spray,Rare,72,9.49,9.49
12249,Dewgong,Uncommon,25,6.84,14.98
12250,Diglett,Common,47,2.03,2.00
12251,Doduo,Common,48,2.04,4.00
12252,Double Colorless Energy,Uncommon,96,13.31,12.38
12253,Dragonair,Rare,18,50.84,69.99
12254,Dratini,Uncommon,26,11.30,12.00
12255,Drowzee,Common,49,2.92,2.54
12256,Dugtrio,Rare,19,21.26,20.92
12257,Electabuzz,Rare,20,26.04,29.99
12258,Electrode,Rare,21,28.65,25.14
12259,Energy Removal,Common,92,1.18,1.21
12260,Energy Retrieval,Uncommon,81,1.56,1.50
12261,Farfetch'd,Uncommon,27,6.11,6.11
12262,Fighting Energy,Common,97,0.86,1.00
12263,Fire Energy,Common,98,0.97,1.00
12264,Full Heal,Uncommon,82,1.33,1.49
12265,Gastly,Common,50,3.81,4.41
12266,Grass Energy,Common,99,0.94,1.45
12267,Growlithe,Uncommon,28,5.82,5.86
12268,Gust of Wind,Common,93,1.09,1.13
12269,Gyarados,Holo Rare,6,97.44,
12270,Haunter,Uncommon,29,9.94,10.00
12271,Hitmonchan,Holo Rare,7,114.99,
12272,Impostor Professor Oak,Rare,73,7.73,15.00
12273,Item Finder,Rare,74,27.56,40.00
12274,Ivysaur,Uncommon,30,19.33,32.17
12275,Jynx,Uncommon,31,8.56,8.28
12276,Kadabra,Uncommon,32,19.35,75.00
12277,Kakuna,Uncommon,33,3.28,4.99
12278,Koffing,Common,51,2.58,2.79
12279,Lass,Rare,75,7.10,6.55
12280,Lightning Energy,Common,100,0.85,1.39
12281,Machoke,Uncommon,34,3.83,4.49
12282,Machop,Common,52,1.60,2.00
12283,Magikarp,Uncommon,35,8.70,14.98
12284,Magmar,Uncommon,36,6.97,6.97
12285,Magnemite,Common,53,1.99,1.99
12286,Magneton,Holo Rare,9,57.30,
12287,Maintenance,Uncommon,83,2.13,2.25
12288,Metapod,Common,54,2.16,3.98
12289,Mewtwo,Holo Rare,10,399.99,
12290,Nidoking,Holo Rare,11,57.60,
12291,Nidoran M,Common,55,3.48,2.98
12292,Nidorino,Uncommon,37,12.94,14.47
12293,Ninetales,Holo Rare,12,51.39,
12294,Onix,Common,56,2.36,6.99
12295,Pidgeotto,Rare,22,25.57,
12296,Pidgey,Common,57,2.71,4.00
12297,Pikachu,Common,58,37.63,30.50
12298,Pikachu (Red Cheeks),Common,58,86.49,102.47
12299,PlusPower,Uncommon,84,1.25,1.53
12300,Pokedex,Uncommon,87,1.89,3.00
12301,Pokemon Breeder,Rare,76,13.30,13.00
12302,Pokemon Center,Uncommon,85,2.88,4.99
12303,Pokemon Flute,Uncommon,86,2.84,2.95
12304,Pokemon Trader,Rare,77,9.35,24.95
12305,Poliwag,Common,59,3.33,4.99
12306,Poliwhirl,Uncommon,38,6.56,8.78
12307,Poliwrath,Holo Rare,13,129.99,
12308,Ponyta,Common,60,1.45,2.09
12309,Porygon,Uncommon,39,5.03,5.50
12310,Potion,Common,94,0.99,0.98
12311,Professor Oak,Uncommon,88,3.33,4.03
12312,Psychic Energy,Common,101,0.99,0.99
12313,Raichu,Holo Rare,14,98.33,
12314,Raticate,Uncommon,40,4.84,5.16
12315,Rattata,Common,61,2.53,2.50
12316,Revive,Uncommon,89,4.61,4.99
12317,Sandshrew,Common,62,3.34,3.39
12318,Scoop Up,Rare,78,12.13,13.99
12319,Seel,Uncommon,41,4.36,5.00
12320,Squirtle,Common,63,28.20,35.00
12321,Starmie,Common,64,4.03,4.55
12322,Staryu,Common,65,2.18,2.20
12323,Super Energy Removal,Rare,79,9.28,12.17
12324,Super Potion,Uncommon,90,1.05,1.29
12325,Switch,Common,95,0.71,0.87
12326,Tangela,Common,66,1.65,2.02
12327,Venusaur,Holo Rare,15,287.34,
12328,Voltorb,Common,67,2.45,3.00
12329,Vulpix,Common,68,3.12,6.88
12330,Wartortle,Uncommon,42,24.10,24.10
12331,Water Energy,Common,102,1.91,1.95
12332,Weedle,Common,69,1.61,1.74
12333,Zapdos,Holo Rare,16,195.37,
12334,Abra,Common,65,0.76,0.76
12335,Alakazam,Holo Rare,1,28.57,
12336,Arcanine,Uncommon,33,2.38,3.00
12337,Beedrill,Rare,21,1.90,2.64
12338,Bellsprout,Common,66,0.48,0.49
12339,Bill,Common,118,0.37,0.40
12340,Blastoise,Holo Rare,2,137.14,
12341,Bulbasaur,Common,67,5.22,5.00
12342,Butterfree,Uncommon,34,1.60,1.54
12343,Caterpie,Common,68,0.55,0.59
12344,Chansey,Holo Rare,3,13.72,
12345,Charizard,Holo Rare,4,314.06,
12346,Charmander,Common,69,3.29,3.27
12347,Charmeleon,Uncommon,35,1.95,1.95
12348,Clefable,Holo Rare,5,11.27,
12349,Clefairy,Holo Rare,6,9.58,
12350,Computer Search,Rare,101,4.97,4.39
